passenger_id,age_band,travel_party_type,visa_bucket,layover_duration_hrs,arrival_time_block,season_month,luggage_status,fatigue_level,budget_tier,interest_category,risk_comfort,marketing_channel,layover_confidence_score,confidence_band,recommended_tier,app_viewed,eligibility_checked,packages_viewed,booked,selected_package,paid_amount_aed,late_return_risk_score,completed_on_time,satisfaction_rating,referral_intent,app_viewed_clean,eligibility_checked_clean,booked_clean,completed_on_time_clean,recommended_tier_clean,selected_package_clean,layover_duration_hrs_clean,paid_amount_aed_clean,fatigue_missing_flag,budget_missing_flag,fatigue_level_clean,budget_tier_clean,time_buffer_mins_clean,confidence_band_clean,conversion_flag,package_viewed_flag,completed_flag,late_return_flag_clean,revenue_category,funnel_stage_clean,tier_category,high_value_lead_flag,engagement_level,safe_to_leave_flag,recommendation_match_flag
PS00901,25-34,Couple,Transit-Visa-Required,14.9,Evening,February,Checked-Through,2,Premium,Active/City,4,Airline Partner,83.6,High,premium fast-track/chauffeur,True,True,3,True,City/Culture/Shopping,623.0,15.8,1,2.0,3.0,True,True,True,True,Premium Fast-Track/Chauffeur,City/Culture/Shopping,14.9,623.0,False,False,2.0,Premium,804.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,True,Medium,True,0.0
PS00902,18-24,Friends/Group,Visa-Free/On-Arrival,3.8,Morning,March,Checked-Through,4,Budget,Shopping,4,Airport Signage,70.9,High,Indoor Micro-Experience,True,True,3,True,Indoor Micro-Experience,336.0,55.3,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,3.8,336.0,False,False,4.0,Budget,138.0,High,True,True,True,1.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,False,1.0
PS00903,25-34,Solo,Visa-Free/On-Arrival,4.3,Afternoon,September,Checked-Through,4,Mid-Range,Active/City,1,Airline Partner,66.5,Medium,Indoor Micro-Experience,True,True,3,True,Indoor Micro-Experience,305.0,53.4,True,4.0,5.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,4.3,305.0,False,False,4.0,Mid-Range,168.0,Medium,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,False,1.0
PS00904,35-44,Solo,Visa-Free/On-Arrival,9.0,Evening,January,Carry-On Only,,Mid-Range,Family/Indoor,2,Airport Signage,76.4,High,  City/Culture/Shopping ,True,True,2,True,City/Culture/Shopping,597.0,25.9,True,3.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,9.0,597.0,True,False,,Mid-Range,450.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00905,25-34,Family with kids,Visa-Free/On-Arrival,11.0,Afternoon,August,Checked-Through,5,Budget,Family/Indoor,2,Organic App Search,74.2,High,City/Culture/Shopping,True,True,1,True,City/Culture/Shopping,317.0,15.2,True,4.0,5.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,11.0,317.0,False,False,5.0,Budget,570.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00906,45-54,family with kids,Visa-Free/On-Arrival,2.5,Evening,August,Carry-On Only,3,Budget,Shopping,4,Social Media,60.7,Medium,Airport Lounge/Relaxation,True,True,1,True,Airport Lounge/Relaxation,139.0,60.2,True,5.0,5.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,2.5,139.0,False,False,3.0,Budget,60.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Low,False,1.0
PS00907,45-54,Solo,Transit-Visa-Required,18.0,Night,July,checked-through,5,Budget,Relaxation & Wellness,5,Travel Agent,79.1,High,Indoor Micro-Experience,yes ,True,1,True,airport lounge/relaxation,252.0,8.3,True,2.0,1.0,True,True,True,True,Indoor Micro-Experience,Airport Lounge/Relaxation,18.0,252.0,False,False,5.0,Budget,990.0,High,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Low,True,0.0
PS00908,25-34,Solo,Visa-Free/On-Arrival,6.0,Afternoon,November,Carry-On Only,2,,Family/Indoor,1,Travel Agent,75.2,High,City/Culture/Shopping,True,1,4,True,City/Culture/Shopping,346.0,46.3,True,4.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,6.0,346.0,False,True,2.0,Unknown,270.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00909,25-34,Solo,Transit-Visa-Required,2.7,Night,May,Checked-Through,5,Premium,Culture & Heritage,3,Word of Mouth/Referral,53.3,Medium,Indoor Micro-Experience,True,True,0,True,Indoor Micro-Experience,425.0,62.0,True,5.0,5.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,2.7,425.0,False,False,5.0,Premium,72.0,Medium,True,False,True,1.0,Mid,Completed,Indoor/Moderate-Risk,False,None,False,1.0
PS00910,25-34,Solo,Not-Eligible,2.4,Morning,April,Checked-Through,1,Mid-Range,culture & heritage,5,Organic App Search,30.0,Low,Stay Airside,True,True,0,False,,,,,,,True,True,False,,Stay Airside,,2.4,,False,False,1.0,Mid-Range,54.0,Low,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,False,
PS00911,35-44,Family with kids,Visa-Free/On-Arrival,2.3,Night,October,Carry-On Only,3,Budget,Shopping,3,Travel Agent,58.7,Medium,Airport Lounge/Relaxation,True,True,2,True,Airport Lounge/Relaxation,187.0,56.4,True,4.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,2.3,187.0,False,False,3.0,Budget,48.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Low,False,1.0
PS00912,25-34,Couple,Visa-Free/On-Arrival,13.6,Morning,October,Carry-On Only,3,Mid-Range,Family/Indoor,4,Social Media,85.5,High,City/Culture/Shopping,True,True,2,True,Airport Lounge/Relaxation,277.0,0.0,True,3.0,2.0,True,True,True,True,City/Culture/Shopping,Airport Lounge/Relaxation,13.6,277.0,False,False,3.0,Mid-Range,726.0,High,True,True,True,0.0,Low,Completed,Outdoor/Higher-Risk,False,Low,True,0.0
PS00913,35-44,Solo,Visa-Free/On-Arrival,7.6,Morning,October,Checked-Through,3,Premium,Culture & Heritage,2,Airport Signage,80.2,High,Premium Fast-Track/Chauffeur,True,Y,3,True,Culture & Shopping,503.0,41.9,False,2.0,2.0,True,True,True,False,Premium Fast-Track/Chauffeur,City/Culture/Shopping,7.6,503.0,False,False,3.0,Premium,366.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,True,Medium,True,0.0
PS00914,25-34,solo,Transit-Visa-Required,13.7,Evening,October,Needs Storage,3,Budget,Relaxation & Wellness,3,Airport Signage,70.6,High,City/Culture/Shopping,True,True,3,True,City/Culture/Shopping,383.0,16.8,TRUE,4.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,13.7,383.0,False,False,3.0,Budget,732.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00915,35-44,Solo,Transit-Visa-Required,6.8,Afternoon,June,Checked-Through,3,Premium,Relaxation & Wellness,3,Airport Signage,74.1,High,Premium Fast-Track/Chauffeur,True,True,1,False,,,,,,,True,True,False,,Premium Fast-Track/Chauffeur,,6.8,,False,False,3.0,Premium,318.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00916,25-34,Solo,Visa-Free/On-Arrival,13.4,Night,December,Checked-Through,5,Mid-Range,Culture & Heritage,4,Airport Signage,78.9,High,Indoor Micro-Experience,True,True,0,True,Indoor Micro-Experience,259.0,5.5,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,13.4,259.0,False,False,5.0,Mid-Range,714.0,High,True,False,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,None,True,1.0
PS00917,25-34,Couple,Visa-Free/On-Arrival,6.7,Afternoon,November,Checked-Through,5,Budget,Relaxation & Wellness,2,Travel Agent,72.0,High,City/Culture/Shopping,True,False,1,False,,,,,,,True,False,False,,City/Culture/Shopping,,6.7,,False,False,5.0,Budget,312.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00918,55+,Friends/Group,Not-Eligible,10.0,Afternoon,January,Checked-Through,5,Budget,Culture & Heritage,2,Social Media,30.0,Low,Stay Airside,True,True,1,False,,,,,,,True,True,False,,Stay Airside,,10.0,,False,False,5.0,Budget,510.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00919,45-54,Family with kids,Visa-Free/On-Arrival,48.0,Afternoon,May,Checked-Through,5,Mid-Range,Relaxation & Wellness,3,Airline Partner,75.0,High,City/Culture/Shopping,True,True,3,False,,,,,,,True,True,False,,City/Culture/Shopping,,,,False,False,5.0,Mid-Range,,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Medium,False,
PS00920,18-24,Solo,Visa-Free/On-Arrival,6.4,Afternoon,April,Checked-Through,4,Mid-Range,Shopping,3,Organic App Search,71.8,High,Indoor Micro-Experience,True,True,3,True,Indoor Micro-Experience,292.0,37.5,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,6.4,292.0,False,False,4.0,Mid-Range,294.0,High,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00921,45-54,Friends/Group,Transit-Visa-Required,4.1,Afternoon,April,Carry-On Only,5,Premium,Shopping,5,Airport Signage,60.0,Medium,Indoor Micro-Experience,True,True,1,False,,,,,,,True,True,False,,Indoor Micro-Experience,,4.1,,False,False,5.0,Premium,155.99999999999997,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,False,
PS00922,25-34,family with kids,Transit-Visa-Required,10.8,Evening,July,Checked-Through,5,Mid-Range,Shopping,4,Social Media,71.8,High,Indoor Micro-Experience,True,True,2,True,Indoor Micro-Experience,417.0,16.0,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,10.8,417.0,False,False,5.0,Mid-Range,558.0,High,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Low,True,1.0
PS00923,45-54,Family with kids,Not-Eligible,3.5,Evening,September,Carry-On Only,3,Budget,Relaxation & Wellness,1,Travel Agent,30.0,Low,Stay Airside,True,True,2,False,,,,,,,True,True,False,,Stay Airside,,3.5,,False,False,3.0,Budget,120.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00924,45-54,Couple,Transit-Visa-Required,10.8,Night,August,Checked-Through,4,Budget,Shopping,5,Social Media,71.9,High,Indoor Micro-Experience,True,True,2,True,Indoor Micro-Experience,294.0,10.2,True,3.0,3.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,10.8,294.0,False,False,4.0,Budget,558.0,High,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Low,True,1.0
PS00925,25-34,Solo,Transit-Visa-Required,7.8,Night,November,Checked-Through,5,Mid-Range,Shopping,1,Airport Signage,63.9,Medium,Indoor Micro-Experience,True,True,1,True,Indoor Micro-Experience,296.0,13.7,True,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,7.8,296.0,False,False,5.0,Mid-Range,378.0,Medium,True,True,True,0.0,Low,Completed,Indoor/Moderate-Risk,False,Low,True,1.0
PS00926,18-24,Solo,visa-free/on-arrival,11.0,Morning,December,Checked-Through,4,Budget,Culture & Heritage,3,Word of Mouth/Referral,78.7,High,City/Culture/Shopping,True,True,5,True,City/Culture/Shopping,349.0,6.8,True,3.0,2.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,11.0,349.0,False,False,4.0,Budget,570.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,High,False,1.0
PS00927,25-34,Solo,Transit-Visa-Required,8.3,Evening,August,Carry-On Only,3,Mid-Range,Shopping,4,Airline Partner,80.2,High,City/Culture/Shopping,True,no ,2,False,,,,,,,True,False,False,,City/Culture/Shopping,,8.3,,False,False,3.0,Mid-Range,408.00000000000006,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00928,35-44,Solo,Not-Eligible,14.3,Afternoon,May,Carry-On Only,,Budget,Relaxation & Wellness,1,Social Media,30.0,Low,Stay Airside,True,True,1,False,,,,,,,True,True,False,,Stay Airside,,14.3,,True,False,,Budget,768.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00929,35-44,Solo,Transit-Visa-Required,9.5,Evening,June,Carry-On Only,4,Budget,Family/Indoor,1,Airport Signage,62.2,Medium,Airport Lounge/Relaxation,True,True,5,True,City/Culture/Shopping,328.0,32.7,Y,,3.0,True,True,True,True,Airport Lounge/Relaxation,City/Culture/Shopping,9.5,328.0,False,False,4.0,Budget,480.0,Medium,True,True,True,0.0,Mid,Booked,Airside/Low-Risk,False,High,True,0.0
PS00930,25-34,couple,Visa-Free/On-Arrival,7.9,Afternoon,February,Checked-Through,5,Budget,Active/City,3,Social Media,77.3,High,City/Culture/Shopping,True,True,2,False,,,,,,,True,True,False,,City/Culture/Shopping,,7.9,,False,False,5.0,Budget,384.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00931,18-24,family with kids,Visa-Free/On-Arrival,2.0,Night,November,Carry-On Only,3,Budget,Shopping,4,Airline Partner,56.3,Medium,Airport Lounge/Relaxation,True,True,2,True,Airport Lounge/Relaxation,198.0,64.0,True,5.0,5.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,2.0,198.0,False,False,3.0,Budget,30.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Low,False,1.0
PS00932,45-54,Couple,Visa-Free/On-Arrival,14.6,Evening,March,Carry-On Only,2,Mid-Range,Culture & Heritage,3,Word of Mouth/Referral,87.4,High,City/Culture/Shopping,True,True,2,True,City/Culture/Shopping,315.0,19.7,True,5.0,5.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,14.6,315.0,False,False,2.0,Mid-Range,786.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00933,55+,Solo,Visa-Free/On-Arrival,2.3,Night,May,Checked-Through,3,Budget,Relaxation & Wellness,3,Airline Partner,55.2,Medium,Airport Lounge/Relaxation,True,True,3,True,Airport Lounge/Relaxation,156.0,66.6,True,4.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,2.3,156.0,False,False,3.0,Budget,48.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Medium,False,1.0
PS00934,35-44,Friends/Group,Visa-Free/On-Arrival,2.9,Night,February,Checked-Through,3,Premium,relaxation & wellness,4,Word of Mouth/Referral,71.0,High,Premium Fast-Track/Chauffeur,True,True,3,True,Premium Fast-Track/Chauffeur,1684.0,68.7,False,2.0,2.0,True,True,True,False,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,2.9,1684.0,False,False,3.0,Premium,84.0,High,True,True,True,1.0,High,Completed,Outdoor/Higher-Risk,True,Medium,False,1.0
PS00935,18-24,Friends/Group,Transit-Visa-Required,11.6,Night,March,Checked-Through,3,Mid-Range,Shopping,4,Word of Mouth/Referral,77.3,High,City/Culture/Shopping,True,True,2,False,,,,,,,True,True,False,,City/Culture/Shopping,,11.6,,False,False,3.0,Mid-Range,606.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00936,25-34,Family with kids,TRANSIT-VISA-REQUIRED,7.5,Evening,April,Carry-On Only,4,Mid-Range,Family/Indoor,4,Airport Signage,70.8,High,City/Culture/Shopping,True,True,1,True,City/Culture/Shopping,578.0,31.0,False,4.0,4.0,True,True,True,False,City/Culture/Shopping,City/Culture/Shopping,7.5,578.0,False,False,4.0,Mid-Range,360.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,False,1.0
PS00937,18-24,Friends/Group,Visa-Free/On-Arrival,2.4,Afternoon,June,Checked-Through,,Mid-Range,Relaxation & Wellness,3,Airport Signage,59.7,Medium,Indoor Micro-Experience,True,True,2,False,,,,,,,True,True,False,,Indoor Micro-Experience,,2.4,,True,False,,Mid-Range,54.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,False,
PS00938,55+,Couple,Transit-Visa-Required,5.0,Morning,May,Carry-On Only,4,Mid-Range,Shopping,1,Travel Agent,57.2,Medium,Indoor Micro-Experience,True,True,4,True,Indoor Micro-Experience,375.0,44.0,True,4.0,,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,5.0,375.0,False,False,4.0,Mid-Range,210.0,Medium,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00939,18-24,Friends/Group,Visa-Free/On-Arrival,14.2,Afternoon,October,Checked-Through,3,Budget,Relaxation & Wellness,2,Airline Partner,81.2,High,City/Culture/Shopping,Yes,True,5,True,City/Culture/Shopping,384.0,9.6,True,5.0,5.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,14.2,384.0,False,False,3.0,Budget,762.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,High,True,1.0
PS00940,35-44,Solo,Visa-Free/On-Arrival,8.1,Morning,April,Checked-Through,5,Premium,Culture & Heritage,4,Airline Partner,84.6,High,Premium Fast-Track/Chauffeur,True,True,1,False,,,,,,,True,True,False,,Premium Fast-Track/Chauffeur,,8.1,,False,False,5.0,Premium,396.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00941,25-34,Solo,Visa-Free/On-Arrival,7.6,Afternoon,February,Checked-Through,3,Mid-Range,Active/City,4,Airline Partner,82.1,High,City/Culture/Shopping,True,True,4,True,City/Culture/Shopping,,38.2,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,7.6,,False,False,3.0,Mid-Range,366.0,High,True,True,True,0.0,No Spend,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00942,35-44,Solo,Visa-Free/On-Arrival,4.6,Afternoon,December,Carry-On Only,2,,Family/Indoor,5,Social Media,73.9,High,City/Culture/Shopping,True,True,0,True,City/Culture/Shopping,397.0,48.6,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,4.6,397.0,False,True,2.0,Unknown,186.0,High,True,False,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,None,True,1.0
PS00943,35-44,Solo,Visa-Free/On-Arrival,11.8,Afternoon,November,Checked-Through,3,Mid-Range,Shopping,2,Airline Partner,83.0,High,City/Culture/Shopping,True,True,1,True,Culture & Shopping,579.0,14.2,True,3.0,2.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,11.8,579.0,False,False,3.0,Mid-Range,618.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00944,45-54,Solo,Visa-Free/On-Arrival,6.9,Night,May,Checked-Through,4,Mid-Range,Culture & Heritage,2,Airport Signage,78.0,High,City/Culture/Shopping,True,False,1,False,,,,,,,True,False,False,,City/Culture/Shopping,,6.9,,False,False,4.0,Mid-Range,324.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00945,25-34,Couple,Visa-Free/On-Arrival,10.6,Night,May,Carry-On Only,4,Budget,Active/City,2,Social Media,75.9,High,Indoor Micro-Experience,True,True,3,True,Indoor Micro-Experience,309.0,2.8,yes ,4.0,4.0,True,True,True,True,Indoor Micro-Experience,Indoor Micro-Experience,10.6,309.0,False,False,4.0,Budget,546.0,High,True,True,True,0.0,Mid,Completed,Indoor/Moderate-Risk,False,Medium,True,1.0
PS00946,18-24,Family with kids,Transit-Visa-Required,4.3,Morning,November,Checked-Through,5,Premium,Relaxation & Wellness,2,Airline Partner,57.6,Medium,Indoor Micro-Experience,True,True,2,N,,,,,,,True,True,False,,Indoor Micro-Experience,,4.3,,False,False,5.0,Premium,168.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,False,
PS00947,18-24,Couple,Visa-Free/On-Arrival,21.8,Afternoon,July,Checked-Through,3,Budget,Culture & Heritage,3,Airline Partner,80.0,High,City/Culture/Shopping,True,True,2,True,City/Culture/Shopping,297.0,12.3,True,4.0,5.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,21.8,297.0,False,False,3.0,Budget,1218.0,High,True,True,True,0.0,Low,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00948,55+,Solo,Transit-Visa-Required,15.6,Afternoon,January,Checked-Through,2,Mid-Range,Family/Indoor,5,Organic App Search,77.6,High,City/Culture/Shopping,True,True,0,True,City/Culture/Shopping,599.0,21.3,True,4.0,3.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,15.6,599.0,False,False,2.0,Mid-Range,846.0,High,True,False,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,None,True,1.0
PS00949,45-54,Family with kids,Transit-Visa-Required,8.1,Afternoon,April,Checked-Through,1,Premium,Family/Indoor,3,Travel Agent,86.1,High,Premium Fast-Track/Chauffeur,True,True,1,True,Premium Fast-Track/Chauffeur,1978.0,27.0,False,3.0,3.0,True,True,True,False,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,8.1,1978.0,False,False,1.0,Premium,396.0,High,True,True,True,0.0,High,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
PS00950,35-44,Couple,Transit-Visa-Required,9.1,Evening,November,Checked-Through,4,Budget,Shopping,3,Airport Signage,68.7,Medium,airport lounge/relaxation,True,True,4,True,Airport Lounge/Relaxation,168.0,14.9,True,5.0,4.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,9.1,168.0,False,False,4.0,Budget,456.0,Medium,True,True,True,0.0,Low,Completed,Airside/Low-Risk,False,Medium,True,1.0
PS00951,35-44,Solo,Not-Eligible,5.1,Afternoon,May,Checked-Through,4,Budget,Shopping,4,Airline Partner,30.0,Low,Stay Airside,True,0,1,False,,,,,,,True,False,False,,Stay Airside,,5.1,,False,False,4.0,Budget,216.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Low,False,
PS00952,35-44,Family with kids,Visa-Free/On-Arrival,11.1,Evening,August,Checked-Through,3,Budget,Family/Indoor,1,Social Media,75.8,High,City/Culture/Shopping,True,True,3,True,City/Culture/Shopping,383.0,17.0,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,11.1,383.0,False,False,3.0,Budget,576.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Medium,True,1.0
PS00953,18-24,Solo,Visa-Free/On-Arrival,2.0,Night,December,Checked-Through,3,Budget,Culture & Heritage,4,Airline Partner,64.8,Medium,Airport Lounge/Relaxation,True,TRUE,4,True,Airport Lounge/Relaxation,161.0,61.9,True,4.0,3.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,2.0,161.0,False,False,3.0,Budget,30.0,Medium,True,True,True,1.0,Low,Completed,Airside/Low-Risk,False,Medium,False,1.0
PS00954,55+,Solo,Not-Eligible,17.9,Evening,December,Needs Storage,5,Budget,Shopping,4,Organic App Search,30.0,Low,stay airside,True,True,3,False,,,,,,,True,True,False,,Stay Airside,,17.9,,False,False,5.0,Budget,984.0,Low,False,True,False,,No Spend,Package Viewed,Airside/Low-Risk,False,Medium,False,
PS00955,25-34,Friends/Group,Visa-Free/On-Arrival,10.7,Morning,August,Checked-Through,5,Premium,RELAXATION & WELLNESS,2,Travel Agent,80.0,High,Premium Fast-Track/Chauffeur,True,True,3,True,Premium Fast-Track/Chauffeur,1022.0,16.4,True,4.0,4.0,True,True,True,True,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,10.7,1022.0,False,False,5.0,Premium,552.0,High,True,True,True,0.0,High,Completed,Outdoor/Higher-Risk,True,Medium,True,1.0
PS00956,25-34,Solo,Transit-Visa-Required,3.8,Evening,January,Checked-Through,2,Premium,Family/Indoor,4,Organic App Search,70.9,High,Premium Fast-Track/Chauffeur,True,True,2,True,Premium Fast-Track/Chauffeur,2775.0,52.2,False,2.0,2.0,True,True,True,False,Premium Fast-Track/Chauffeur,Premium Fast-Track/Chauffeur,3.8,2775.0,False,False,2.0,Premium,138.0,High,True,True,True,0.0,High,Completed,Outdoor/Higher-Risk,True,Low,False,1.0
PS00957,35-44,Couple,Transit-Visa-Required,17.6,Afternoon,May,Checked-Through,4,Mid-Range,Culture & Heritage,3,Word of Mouth/Referral,64.3,Medium,INDOOR MICRO-EXPERIENCE,True,True,1,False,,,,,,,True,True,False,,Indoor Micro-Experience,,17.6,,False,False,4.0,Mid-Range,966.0,Medium,False,True,False,,No Spend,Package Viewed,Indoor/Moderate-Risk,False,Low,True,
PS00958,18-24,Friends/Group,Transit-Visa-Required,20.8,Afternoon,October,Checked-Through,4,Budget,Shopping,1,Social Media,68.2,Medium,Airport Lounge/Relaxation,True,True,3,True,Airport Lounge/Relaxation,182.0,1.0,True,5.0,5.0,True,True,True,True,Airport Lounge/Relaxation,Airport Lounge/Relaxation,20.8,182.0,False,False,4.0,Budget,1158.0,Medium,True,True,True,0.0,Low,Completed,Airside/Low-Risk,False,Medium,True,1.0
PS00959,18-24,Family with kids,NOT-ELIGIBLE,9.4,Morning,January,Needs Storage,2,Premium,Family/Indoor,2,Travel Agent,30.0,Low,Stay Airside,True,True,0,False,,,,,,,True,True,False,,Stay Airside,,9.4,,False,False,2.0,Premium,474.0,Low,False,False,False,,No Spend,Eligibility Checked,Airside/Low-Risk,False,None,False,
PS00960,35-44,Solo,Not-Eligible,4.4,Afternoon,January,carry-on only,3,Mid-Range,Relaxation & Wellness,3,Word of Mouth/Referral,30.0,Low,Stay Airside,Y,True,1,True,Stay Airside,0.0,42.9,True,3.0,2.0,True,True,True,True,Stay Airside,Stay Airside,4.4,0.0,False,False,3.0,Mid-Range,174.0,Low,True,True,True,0.0,Low,Completed,Airside/Low-Risk,False,Low,False,1.0
PS00961,18-24,Solo,Transit-Visa-Required,7.7,Afternoon,February,Checked-Through,2,Budget,Relaxation & Wellness,2,Social Media,71.6,High,City/Culture/Shopping,True,False,2,False,,,,,,,True,False,False,,City/Culture/Shopping,,7.7,,False,False,2.0,Budget,372.0,High,False,True,False,,No Spend,Package Viewed,Outdoor/Higher-Risk,False,Low,True,
PS00962,35-44,Solo,Visa-Free/On-Arrival,10.2,Morning,February,Carry-On Only,2,Mid-Range,Shopping,2,Airline Partner,80.4,High,City/Culture/Shopping,True,yes ,4,True,Airport Lounge/Relaxation,263.0,16.7,True,2.0,1.0,True,True,True,True,City/Culture/Shopping,Airport Lounge/Relaxation,10.2,263.0,False,False,2.0,Mid-Range,522.0,High,True,True,True,0.0,Low,Completed,Outdoor/Higher-Risk,False,Medium,True,0.0
PS00963,25-34,Couple,Transit-Visa-Required,9.0,Evening,September,Checked-Through,4,Budget,Family/Indoor,3,Social Media,73.0,High,City/Culture/Shopping,True,True,2,True,City/Culture/Shopping,503.0,25.3,True,4.0,4.0,True,True,True,True,City/Culture/Shopping,City/Culture/Shopping,9.0,503.0,False,False,4.0,Budget,450.0,High,True,True,True,0.0,Mid,Completed,Outdoor/Higher-Risk,False,Low,True,1.0
